,id,name,age,nationality,overall,potential,club,value,wage,preferred_foot,international_reputation,skill_moves,position,joined,contract_valid_until,height,weight,release_clause
3603,202050,T. Bruns,26,Netherlands,70,73,Vitesse,2200.0,8.0,Right,1.0,3.0,CM,2017,2021-01-01,177.79999999999998,72.186,3400.0
3604,193602,M. Coronel,29,Argentina,70,71,Gimnasia y Esgrima La Plata,1600.0,8.0,Right,1.0,2.0,RCB,2014,2020-01-01,180.34,82.174,2500.0
3605,209987,M. Schuhen,25,Germany,70,74,SV Sandhausen,1600.0,3.0,Right,1.0,1.0,GK,2017,2019-01-01,187.96,84.898,2700.0
3606,199748,J. Knudsen,25,Denmark,70,73,Ipswich Town,1800.0,6.0,Left,1.0,3.0,LB,2015,2019-01-01,185.42,82.174,3500.0
3607,229444,F. De Paul,27,Chile,70,73,Universidad de Chile,1500.0,5.0,Right,1.0,1.0,GK,2016,2019-01-01,182.88,83.99000000000001,2200.0
3608,243780,Kangin Lee,17,Korea Republic,70,88,Valencia CF,3500.0,8.0,Left,1.0,4.0,CAM,2018,2022-01-01,172.72,60.836,9600.0
3609,214085,N. Carreño,24,Colombia,70,75,Patriotas Boyacá FC,2000.0,1.0,Left,1.0,2.0,LB,2012,2023-01-01,175.26,76.272,2800.0
3610,224325,J. Sánchez,30,Colombia,70,70,Junior FC,1300.0,2.0,Right,1.0,3.0,CAM,2015,2023-01-01,177.79999999999998,77.18,1800.0
3611,191814,Lee Jae Sung,29,Korea Republic,70,70,Jeonbuk Hyundai Motors,1400.0,7.0,Right,1.0,2.0,CB,2017,2021-01-01,187.96,74.91,1800.0
3612,202311,Kim Eun Sun,30,Korea Republic,70,70,Suwon Samsung Bluewings,1300.0,5.0,Right,1.0,2.0,CDM,2014,2022-01-01,182.88,78.99600000000001,1600.0
3613,214343,D. Moreno,26,Colombia,70,73,Deportivo de La Coruña,1800.0,2.0,Right,1.0,2.0,CDM,2016,2019-06-30,177.79999999999998,71.278,4585.06080634501
3614,20551,A. Isaksson,36,Sweden,70,70,Djurgårdens IF,240.0,2.0,Right,2.0,1.0,GK,2016,2018-01-01,195.58,77.18,300.0
3615,237895,V. van Crooij,22,Netherlands,70,76,PEC Zwolle,2400.0,6.0,Left,1.0,3.0,LM,2018,2022-01-01,177.79999999999998,69.916,4000.0
3616,192071,M. D'Alessandro,27,Italy,70,70,Udinese,1900.0,14.0,Right,1.0,3.0,RM,2016,2019-06-30,172.72,64.922,4585.06080634501
3617,203848,R. Windbichler,27,Austria,70,72,Ulsan Hyundai FC,1700.0,5.0,Right,1.0,2.0,LCB,2017,2022-01-01,182.88,72.186,2300.0
3618,211272,C. Corvalán,29,Argentina,70,70,Unión de Santa Fe,1300.0,8.0,Left,1.0,2.0,LB,2018,2022-01-01,177.79999999999998,78.08800000000001,2000.0
3619,155976,C. Adam,32,Scotland,70,70,Stoke City,1300.0,23.0,Left,2.0,3.0,CM,2012,2019-01-01,185.42,83.08200000000001,2600.0
3620,230472,Renaldo Justinho,34,Brazil,70,70,Botafogo,900.0,12.0,Left,1.0,3.0,CAM,2018,2021-01-01,180.34,74.002,1700.0
3621,234824,Y. Wissa,21,France,70,82,FC Lorient,3200.0,4.0,Right,1.0,3.0,LM,2018,2022-01-01,180.34,74.91,6200.0
3622,187208,A. Saldívar,28,Mexico,70,70,U.N.A.M.,1200.0,9.0,Right,1.0,1.0,GK,2012,2021-01-01,182.88,78.08800000000001,2100.0
3623,193097,S. Salger,28,Germany,70,70,DSC Arminia Bielefeld,1400.0,9.0,Left,1.0,2.0,LCB,2012,2019-01-01,182.88,76.272,2300.0
3624,219466,B. Meling,23,Norway,70,75,Rosenborg BK,2000.0,4.0,Left,1.0,3.0,LB,2017,2020-01-01,172.72,64.014,2700.0
3625,230474,Macarinho Louro,30,Brazil,70,70,Bahia,1700.0,8.0,Left,1.0,4.0,LAM,2018,2021-01-01,175.26,69.916,3200.0
3626,170570,S. Ireland,31,Republic of Ireland,70,70,Bolton Wanderers,1600.0,7.0,Right,1.0,3.0,CAM,2018,2019-01-01,172.72,67.19200000000001,3000.0
3627,177482,M. Coutadeur,32,France,70,70,AC Ajaccio,1000.0,4.0,Right,2.0,3.0,LDM,2017,2019-01-01,170.18,69.008,1800.0
3628,184139,Ricardo Ferreira,28,Portugal,70,71,Portimonense SC,1400.0,5.0,Right,1.0,1.0,GK,2014,2020-01-01,187.96,82.174,3100.0
3629,189003,G. Belaud,31,France,70,70,Stade Brestois 29,1200.0,4.0,Right,1.0,2.0,RB,2014,2019-01-01,177.79999999999998,76.272,2000.0
3630,204876,Clerc,26,Spain,70,73,CA Osasuna,1800.0,6.0,Left,1.0,3.0,LB,2016,2019-01-01,182.88,69.008,3000.0
3631,213580,L. Mugni,26,Argentina,70,73,Club Atlético Lanús,2200.0,11.0,Left,1.0,3.0,CM,2018,2019-01-01,182.88,76.272,3400.0
3632,153164,A. Faurlín,31,Argentina,70,70,RCD Mallorca,1200.0,5.0,Left,1.0,2.0,CDM,2018,2019-01-01,185.42,78.99600000000001,1900.0
3633,233292,M. Barbieri,24,Argentina,70,77,Rosario Central,2100.0,9.0,Right,1.0,2.0,CB,2016,2019-06-30,180.34,78.99600000000001,4585.06080634501
3634,139597,Javi Guerra,36,Spain,70,70,Rayo Vallecano,625.0,9.0,Right,1.0,3.0,ST,2015,2019-01-01,177.79999999999998,76.272,1400.0
3635,142670,R. Braña,39,Argentina,70,70,Estudiantes de La Plata,120.0,6.0,Right,1.0,3.0,RDM,2016,2019-01-01,170.18,69.916,180.0
3636,214862,L. Benegas,29,Argentina,70,70,Universidad de Chile,1800.0,8.0,Left,1.0,2.0,ST,2014,2018-01-01,180.34,78.08800000000001,2500.0
3637,215374,S. Hogan,26,Republic of Ireland,70,73,Aston Villa,2200.0,12.0,Right,1.0,3.0,ST,2017,2021-01-01,180.34,64.014,4400.0
3638,239950,Pêpê,21,Portugal,70,80,Vitória Guimarães,2800.0,5.0,Right,1.0,3.0,CM,2016,2019-06-30,182.88,69.008,4585.06080634501
3639,191566,Park Joo Ho,31,Korea Republic,70,70,Ulsan Hyundai FC,1500.0,5.0,Left,1.0,3.0,LCM,2017,2021-01-01,175.26,71.278,1900.0
3640,198223,R. Maiello,26,Italy,70,71,Frosinone,2100.0,10.0,Right,1.0,3.0,LCM,2017,2022-01-01,177.79999999999998,73.09400000000001,3800.0
3641,236111,Vinicius Trieiro,26,Brazil,70,70,Botafogo,1500.0,11.0,Right,1.0,3.0,RB,2018,2021-01-01,177.79999999999998,73.09400000000001,2900.0
3642,171087,Christian Fernández,32,Spain,70,70,Real Oviedo,1000.0,6.0,Left,1.0,2.0,RCB,2016,2019-01-01,182.88,77.18,1600.0
3643,207440,F. Fragapane,25,Argentina,70,73,Unión de Santa Fe,2200.0,8.0,Right,1.0,3.0,LM,2017,2019-01-01,167.64000000000001,64.922,3500.0
3644,230480,Raphael Paneira,30,Brazil,70,70,Grêmio,1700.0,17.0,Right,1.0,4.0,RW,2018,2021-01-01,182.88,78.08800000000001,3000.0
3645,226385,C. Espinoza,23,Argentina,70,77,Boca Juniors,2500.0,15.0,Right,1.0,3.0,RW,2016,2018-12-31,167.64000000000001,69.916,4585.06080634501
3646,227153,C. Borja,25,Colombia,70,74,Deportivo Toluca,1900.0,12.0,Left,1.0,3.0,LB,2018,2018-01-01,180.34,72.186,3400.0
3647,236113,Jailson Oliva,26,Brazil,70,70,Atlético Mineiro,1500.0,16.0,Right,1.0,3.0,RB,2018,2021-01-01,170.18,64.922,2900.0
3648,239441,Jordi Mboula,19,Spain,70,85,AS Monaco,3800.0,15.0,Right,1.0,4.0,RM,2017,2022-01-01,182.88,74.002,9600.0
3649,223570,J. Sambia,21,France,70,78,Montpellier HSC,2600.0,10.0,Right,1.0,3.0,CM,2018,2019-01-01,185.42,73.09400000000001,5700.0
3650,225106,Jorge Sáenz,21,Spain,70,80,CD Tenerife,2500.0,4.0,Right,1.0,2.0,RCB,2014,2020-01-01,193.04,74.91,4500.0
3651,180818,D. McGoldrick,30,Republic of Ireland,70,70,Sheffield United,1700.0,9.0,Right,1.0,3.0,RS,2018,2019-01-01,182.88,74.002,3300.0
3652,201299,N. Leali,25,Italy,70,74,Perugia,1600.0,2.0,Right,1.0,1.0,GK,2018,2021-01-01,193.04,82.174,2700.0
3653,215123,A. Aguerre,27,Argentina,70,73,Newell's Old Boys,1500.0,8.0,Right,1.0,1.0,GK,2018,2019-01-01,180.34,79.904,2400.0
3654,176211,M. Robak,35,Poland,70,70,Śląsk Wrocław,825.0,4.0,Right,1.0,3.0,LS,2017,2019-01-01,182.88,78.08800000000001,1100.0
3655,191059,Javi Márquez,32,Spain,70,70,Gimnàstic de Tarragona,1300.0,6.0,Left,2.0,3.0,LCM,2018,2020-01-01,177.79999999999998,72.186,2100.0
3656,197716,T. Bunbury,28,United States,70,70,New England Revolution,1800.0,6.0,Right,1.0,3.0,ST,2014,2022-01-01,187.96,78.08800000000001,2700.0
3657,219733,L. Ajorque,24,France,70,75,RC Strasbourg Alsace,2400.0,10.0,Left,1.0,3.0,ST,2018,2022-01-01,195.58,82.174,5000.0
3658,233301,R. Nissen Kristensen,20,Denmark,70,79,Ajax,2400.0,6.0,Right,1.0,3.0,RB,2018,2022-01-01,185.42,69.916,3800.0
3659,186453,T. Hiariej,29,Netherlands,70,70,Central Coast Mariners,1400.0,2.0,Right,1.0,3.0,CDM,2017,2019-01-01,177.79999999999998,74.002,1700.0
3660,139862,J. Marveaux,35,France,70,70,GFC Ajaccio,425.0,3.0,Right,1.0,2.0,CDM,2017,2019-01-01,177.79999999999998,72.186,744.0
3661,208470,F. Holland,27,Germany,70,70,SV Darmstadt 98,1500.0,10.0,Left,1.0,3.0,LB,2015,2020-01-01,172.72,74.002,2300.0
3662,213846,C. Suárez,31,Chile,70,70,CD Everton de Viña del Mar,1200.0,3.0,Right,1.0,2.0,LCB,2016,2018-01-01,177.79999999999998,74.91,1600.0
3663,163670,B. Safari,33,Sweden,70,70,Malmö FF,675.0,4.0,Left,2.0,3.0,LCB,2016,2020-01-01,180.34,74.002,878.0
3664,235863,M. Varnier,20,Italy,70,85,Atalanta,3500.0,2.0,Right,1.0,2.0,CB,2016,2019-06-30,185.42,82.174,4585.06080634501
3665,201304,B. Kadrii,26,Denmark,70,70,Odense Boldklub,1900.0,9.0,Left,1.0,3.0,LS,2018,2022-01-01,177.79999999999998,71.278,2400.0
3666,207960,Aitor García,24,Spain,70,76,CF Rayo Majadahonda,2400.0,5.0,Right,1.0,3.0,LS,2016,2019-06-30,175.26,72.186,4585.06080634501
3667,157528,M. Stoppelkamp,31,Germany,70,70,MSV Duisburg,1600.0,5.0,Right,1.0,3.0,LM,2017,2019-01-01,180.34,74.91,2500.0
3668,241240,T. Itō,21,Japan,70,81,Hamburger SV,3100.0,6.0,Left,1.0,4.0,LM,2017,2021-01-01,162.56,59.02,5500.0
3669,178264,Nenê,34,Brazil,70,70,Moreirense FC,925.0,5.0,Right,2.0,2.0,ST,2018,2019-01-01,182.88,78.08800000000001,1900.0
3670,183640,C. Strohdiek,30,Germany,70,70,SC Paderborn 07,1300.0,7.0,Right,1.0,2.0,CB,2016,2021-01-01,193.04,87.168,2000.0
3671,211033,L. García,25,Mexico,70,75,Deportivo Toluca,1700.0,9.0,Right,1.0,1.0,GK,2018,2019-01-01,182.88,83.99000000000001,3000.0
3672,148569,M. Wasilewski,38,Poland,70,70,Wisła Kraków,240.0,3.0,Right,2.0,2.0,RCB,2017,2019-01-01,185.42,88.07600000000001,324.0
3673,222553,S. Griesbeck,27,Germany,70,70,1. FC Heidenheim 1846,1500.0,7.0,Right,1.0,2.0,LDM,2013,2020-01-01,187.96,84.898,2300.0
3674,229209,J. Benítez,26,Argentina,70,70,CD Universidad de Concepción,1900.0,3.0,Left,1.0,3.0,LW,2016,2023-01-01,177.79999999999998,77.18,2700.0
3675,230489,Diogildo Peixe,30,Brazil,70,70,Sport Club do Recife,1700.0,10.0,Right,1.0,3.0,LAM,2018,2021-01-01,180.34,71.278,3200.0
3676,215130,N. Ibáñez,36,Argentina,70,70,Newell's Old Boys,240.0,5.0,Right,1.0,1.0,GK,2017,2019-01-01,185.42,84.898,360.0
3677,173147,D. Dessena,31,Italy,70,70,Cagliari,1500.0,17.0,Right,2.0,3.0,LCM,2012,2019-01-01,182.88,74.91,2600.0
3678,179547,V. Mannone,30,Italy,70,70,Reading,1100.0,14.0,Right,1.0,1.0,GK,2017,2020-01-01,187.96,79.904,2200.0
3679,220509,L. Venuti,23,Italy,70,75,Lecce,2000.0,21.0,Right,1.0,2.0,RB,2016,2019-06-30,175.26,66.284,4585.06080634501
3680,229469,J. Meneses,25,Chile,70,72,Club León,2200.0,17.0,Right,1.0,3.0,RM,2018,2019-01-01,162.56,58.112,3900.0
3681,198751,J. Madueña,28,Mexico,70,70,Cruz Azul,1400.0,13.0,Right,1.0,3.0,RB,2018,2018-01-01,177.79999999999998,78.08800000000001,2400.0
3682,221791,R. Kurzawa,25,Poland,70,73,Amiens SC,2200.0,10.0,Left,1.0,3.0,LM,2018,2021-01-01,182.88,73.09400000000001,4600.0
3683,223071,F. Pellegrino,32,Argentina,70,70,Club Atlético Huracán,1000.0,6.0,Right,1.0,1.0,GK,2016,2019-06-30,198.12,89.892,4585.06080634501
3684,218208,C. Fuentes,25,Chile,70,74,Universidad Católica,1900.0,6.0,Right,1.0,3.0,CDM,2015,2019-01-01,170.18,74.002,2800.0
3685,225632,O. Burke,21,Scotland,70,81,West Bromwich Albion,3100.0,14.0,Right,1.0,3.0,RM,2017,2022-01-01,187.96,74.002,6400.0
3686,188000,Sandro Manoel,29,Brazil,70,70,Al Taawoun,1400.0,12.0,Right,1.0,2.0,RDM,2015,2020-01-01,175.26,69.916,2300.0
3687,226401,K. Dowell,20,England,70,83,Everton,3400.0,31.0,Left,1.0,3.0,CAM,2014,2021-01-01,185.42,79.904,8600.0
3688,233825,N. Leguizamón,23,Argentina,70,79,Club Atlético Colón,2800.0,8.0,Right,1.0,3.0,ST,2016,2019-01-01,180.34,74.91,4700.0
3689,205410,G. Espinoza,28,Chile,70,70,Universidad de Chile,1800.0,8.0,Right,1.0,3.0,RDM,2018,2022-01-01,177.79999999999998,77.18,2500.0
3690,210787,M. Dos Santos,28,Argentina,70,70,CD Leganés,1400.0,15.0,Right,1.0,2.0,CB,2017,2019-01-01,182.88,76.272,3000.0
3691,230243,Breno Bemposta,34,Brazil,70,70,Ceará Sporting Club,550.0,11.0,Right,1.0,2.0,LDM,2018,2021-01-01,175.26,78.08800000000001,1000.0
3692,240740,C. Hudson-Odoi,17,England,70,87,Chelsea,3500.0,25.0,Right,1.0,4.0,LW,2017,2020-01-01,177.79999999999998,74.91,8700.0
3693,205157,Ruiz de Galarreta,24,Spain,70,75,UD Las Palmas,2300.0,6.0,Right,1.0,3.0,RCM,2018,2022-01-01,175.26,69.008,3900.0
3694,241509,Mauro Júnior,19,Brazil,70,82,PSV,3100.0,4.0,Left,1.0,3.0,CAM,2017,2022-01-01,170.18,62.198,4900.0
3695,214118,M. Casierra,32,Colombia,70,70,Deportivo Pasto,975.0,1.0,Left,1.0,2.0,LB,2018,2023-01-01,175.26,68.10000000000001,1300.0
3696,226662,B. Nieuwkoop,22,Netherlands,70,75,Feyenoord,2000.0,6.0,Right,1.0,3.0,RB,2014,2020-01-01,180.34,72.186,2900.0
3697,227174,M. Cash,20,England,70,81,Nottingham Forest,3100.0,19.0,Right,1.0,3.0,LM,2014,2021-01-01,177.79999999999998,64.014,6400.0
3698,170342,P. Huntington,30,England,70,70,Preston North End,1300.0,8.0,Right,1.0,2.0,RCB,2012,2021-01-01,190.5,79.904,2500.0
3699,240743,L. Sequeira,23,Argentina,70,78,Belgrano de Córdoba,2600.0,8.0,Right,1.0,3.0,RM,2018,2021-01-01,172.72,69.008,4300.0
3700,139368,J. Shackell,34,England,70,70,Lincoln City,550.0,10.0,Left,1.0,2.0,LCB,2018,2019-01-01,193.04,83.08200000000001,963.0
3701,165736,D. Wheater,31,England,70,70,Bolton Wanderers,1200.0,6.0,Right,1.0,2.0,CB,2016,2019-01-01,195.58,87.168,2300.0
3702,172904,L. Tomlin,29,England,70,70,Cardiff City,1700.0,25.0,Right,1.0,3.0,CAM,2017,2020-01-01,180.34,74.002,3500.0
3703,173160,N. Viola,28,Italy,70,70,Benevento,1800.0,4.0,Left,1.0,3.0,CM,2017,2019-01-01,180.34,77.18,2800.0
3704,230249,Marlinito Dias,34,Brazil,70,70,Cruzeiro,550.0,14.0,Right,1.0,2.0,CDM,2018,2021-01-01,187.96,83.99000000000001,1000.0
3705,236393,Marc Cardona,22,Spain,70,79,SD Eibar,2800.0,57.0,Right,1.0,3.0,ST,2016,2019-06-30,182.88,68.10000000000001,4585.06080634501
3706,200298,J. Rivierez,29,France,70,70,FC Metz,1300.0,5.0,Right,1.0,2.0,RB,2014,2019-01-01,182.88,82.174,2400.0
3707,200810,A. Crescenzi,26,Italy,70,71,Hellas Verona,1700.0,3.0,Right,1.0,2.0,LB,2018,2021-01-01,177.79999999999998,71.278,2800.0
3708,231530,José Arnáiz,23,Spain,70,79,CD Leganés,2700.0,13.0,Right,1.0,3.0,LM,2018,2023-01-01,175.26,69.916,6300.0
3709,215147,L. Giannetti,24,Argentina,70,76,Vélez Sarsfield,2100.0,7.0,Right,1.0,2.0,CB,2012,2019-01-01,182.88,78.99600000000001,3500.0
3710,169069,J. Martins Pereira,32,France,70,70,FC Lorient,975.0,5.0,Right,1.0,3.0,RB,2018,2020-01-01,182.88,78.08800000000001,1700.0
3711,162926,P. Gallagher,33,Scotland,70,70,Preston North End,1000.0,9.0,Right,1.0,3.0,LDM,2015,2019-01-01,185.42,69.916,2000.0
3712,188782,M. Morrison,30,England,70,70,Birmingham City,1300.0,14.0,Right,1.0,2.0,RCB,2015,2019-01-01,182.88,76.272,2500.0
3713,192110,C. Fierro,23,Mexico,70,74,Monarcas Morelia,2300.0,12.0,Right,1.0,3.0,RM,2016,2018-12-31,175.26,69.916,4585.06080634501
3714,210031,Bruno Moreira,30,Portugal,70,70,Rio Ave FC,1700.0,6.0,Right,1.0,3.0,ST,2018,2021-01-01,185.42,78.99600000000001,3600.0
3715,190575,F. Zuculini,27,Argentina,70,70,Club Atlético Colón,1800.0,8.0,Right,2.0,3.0,RCM,2018,2021-01-01,175.26,68.10000000000001,2700.0
3716,198000,J. Morrow,30,United States,70,70,Toronto FC,1300.0,5.0,Left,1.0,3.0,LB,2013,2018-01-01,175.26,74.91,1900.0
3717,218736,Vítor Gonçalves,26,Portugal,70,71,CD Nacional,2100.0,7.0,Right,1.0,3.0,RCM,2016,2020-01-01,172.72,69.008,4500.0
3718,223344,Wei Shihao,23,China PR,70,75,Beijing Sinobo Guoan FC,2400.0,9.0,Right,1.0,3.0,RM,2018,2021-01-01,177.79999999999998,64.014,5400.0
3719,199537,J. Cuffaut,30,France,70,70,Valenciennes FC,1300.0,4.0,Right,1.0,2.0,RB,2018,2021-01-01,180.34,74.91,2200.0
3720,236145,Luan Sendeiro,26,Brazil,70,70,Internacional,1500.0,13.0,Right,1.0,2.0,CDM,2018,2021-01-01,180.34,78.08800000000001,2900.0
3721,180593,Iriome,31,Spain,70,70,CD Lugo,1600.0,6.0,Right,1.0,3.0,RM,2014,2022-01-01,185.42,78.99600000000001,2500.0
3722,186993,J. Cortés,28,Mexico,70,70,Santos Laguna,1800.0,12.0,Right,1.0,3.0,CM,2017,2021-01-01,170.18,77.18,3000.0
3723,142962,E. Bologna,36,Argentina,70,70,River Plate,240.0,6.0,Right,1.0,1.0,GK,2016,2019-01-01,187.96,87.168,336.0
3724,227186,A. Batalla,22,Argentina,70,78,Club Atlético Tigre,2000.0,8.0,Right,1.0,1.0,GK,2016,2019-06-30,185.42,87.168,4585.06080634501
3725,192370,M. Formica,30,Argentina,70,70,Newell's Old Boys,1700.0,11.0,Right,1.0,3.0,CAM,2018,2019-01-01,177.79999999999998,69.916,2500.0
3726,199027,J. Robinson,24,England,70,75,Nottingham Forest,2000.0,20.0,Left,1.0,2.0,LB,2018,2020-01-01,180.34,67.19200000000001,3900.0
3727,240243,Matheus Cunha,19,Brazil,70,85,RB Leipzig,3800.0,14.0,Right,1.0,3.0,ST,2018,2023-01-01,182.88,74.91,8900.0
3728,113524,Nino,38,Spain,70,70,Elche CF,625.0,4.0,Right,2.0,3.0,ST,2016,2019-01-01,170.18,68.10000000000001,969.0
3729,225653,G. Kerk,22,Netherlands,70,75,FC Utrecht,2400.0,10.0,Right,1.0,3.0,RS,2013,2022-01-01,175.26,68.10000000000001,3800.0
3730,226677,J. Bacuna,20,Netherlands,70,77,Huddersfield Town,2500.0,18.0,Right,1.0,3.0,CM,2018,2021-01-01,177.79999999999998,74.002,5200.0
3731,236405,Lasure,24,Spain,70,77,Real Zaragoza,2100.0,5.0,Left,1.0,2.0,LM,2017,2022-01-01,175.26,72.186,3800.0
3732,208502,J. Van Rankin,25,Mexico,70,74,Guadalajara,1900.0,10.0,Right,1.0,3.0,RB,2016,2019-05-31,177.79999999999998,69.916,4585.06080634501
3733,220534,S. Luperto,21,Italy,70,80,Napoli,2500.0,19.0,Left,1.0,2.0,CB,2013,2023-01-01,190.5,74.91,4800.0
3734,164470,Pita,33,Spain,70,70,CD Lugo,725.0,5.0,Right,1.0,2.0,CDM,2010,2021-01-01,187.96,81.266,1200.0
3735,194934,Dani Jiménez,28,Spain,70,72,AD Alcorcón,1500.0,5.0,Right,1.0,1.0,GK,2015,2019-01-01,177.79999999999998,72.186,2500.0
3736,224376,Philipe Sampaio,23,Brazil,70,77,CD Feirense,2100.0,6.0,Right,1.0,2.0,CB,2018,2023-01-01,190.5,83.08200000000001,4900.0
3737,230520,Sevinho Santos,30,Brazil,70,70,Cruzeiro,1700.0,17.0,Right,1.0,3.0,ST,2018,2021-01-01,180.34,74.91,3300.0
3738,177273,J. Domínguez,30,Mexico,70,70,Cruz Azul,1300.0,13.0,Right,1.0,2.0,LCB,2006,2021-01-01,175.26,73.09400000000001,2200.0
3739,210042,J. Wurtz,26,Germany,70,71,SV Darmstadt 98,2100.0,12.0,Right,1.0,3.0,CAM,2018,2021-01-01,182.88,78.08800000000001,3600.0
3740,219514,Derley,30,Brazil,70,70,CD Aves,1700.0,8.0,Right,1.0,3.0,ST,2017,2020-01-01,182.88,76.272,3600.0
3741,219771,Gabriel Xavier,24,Brazil,70,74,Nagoya Grampus,2300.0,5.0,Right,1.0,3.0,LF,2018,2019-01-01,167.64000000000001,60.836,3100.0
3742,228732,H. Moukoudi,20,France,70,81,Le Havre AC,2700.0,3.0,Right,1.0,2.0,RCB,2016,2019-01-01,190.5,88.98400000000001,5300.0
3743,173436,N. Dyer,30,England,70,70,Swansea City,1700.0,16.0,Right,2.0,3.0,RM,2009,2020-01-01,167.64000000000001,62.198,3200.0
3744,146558,César Arzo,32,Spain,70,70,Gimnàstic de Tarragona,1000.0,5.0,Right,1.0,2.0,CB,2018,2019-01-01,182.88,79.904,1600.0
3745,222590,M. Manotas,22,Colombia,70,77,Houston Dynamo,2500.0,5.0,Right,1.0,3.0,ST,2015,2023-01-01,180.34,66.284,4300.0
3746,232318,Waguininho,28,Brazil,70,70,Suwon Samsung Bluewings,1800.0,6.0,Right,1.0,3.0,ST,2018,2021-01-01,177.79999999999998,69.008,2300.0
3747,177790,A. Jędrzejczyk,30,Poland,70,70,Legia Warszawa,1300.0,6.0,Right,1.0,3.0,RB,2017,2020-01-01,187.96,78.08800000000001,1800.0
3748,198783,J. Toledo,32,Argentina,70,70,Atlético Tucumán,1400.0,8.0,Left,1.0,2.0,ST,2018,2020-01-01,187.96,88.98400000000001,2100.0
3749,206207,W. Zahibo,24,France,70,75,New England Revolution,2000.0,4.0,Right,1.0,2.0,LDM,2018,2018-01-01,190.5,77.18,3100.0
3750,206463,J. Dudziak,22,Germany,70,75,FC St. Pauli,2000.0,8.0,Left,1.0,3.0,RB,2015,2019-01-01,175.26,69.916,3300.0
3751,212351,P. Franco,27,Colombia,70,72,América de Cali,1700.0,22.0,Right,1.0,3.0,LCB,2016,2019-06-30,182.88,73.09400000000001,4585.06080634501
3752,177279,R. Jenssen,30,Norway,70,70,SK Brann,1600.0,4.0,Left,1.0,3.0,LCM,2018,2020-01-01,172.72,71.278,2100.0
3753,234112,Dodô,19,Brazil,70,83,Vitória Guimarães,2900.0,2.0,Right,1.0,3.0,RB,2018,2022-01-01,165.10000000000002,68.10000000000001,8000.0
3754,183936,M. Donald,29,Netherlands,70,70,Yeni Malatyaspor,1700.0,9.0,Right,1.0,3.0,RDM,2018,2020-01-01,182.88,74.91,3400.0
3755,189824,Renato Chaves,28,Brazil,70,70,Al Wehda,1400.0,13.0,Right,1.0,2.0,LCB,2018,2019-01-01,185.42,78.08800000000001,2400.0
3756,202113,M. Odubajo,24,England,70,74,Brentford,1900.0,18.0,Right,1.0,3.0,RB,2018,2019-01-01,177.79999999999998,72.186,3800.0
3757,208769,W. Vaulks,24,England,70,72,Rotherham United,1800.0,15.0,Right,1.0,2.0,CDM,2016,2019-01-01,180.34,74.91,3500.0
3758,209281,Y. Al Shehri,28,Saudi Arabia,70,70,Al Nassr,1800.0,21.0,Left,1.0,4.0,CAM,2013,2021-01-01,165.10000000000002,63.106,3100.0
3759,221313,E. Arango,24,Colombia,70,76,Rionegro Águilas,2400.0,1.0,Right,1.0,3.0,RM,2018,2023-01-01,170.18,63.106,3800.0
3760,163713,C. Mandanne,33,France,70,70,La Berrichonne de Châteauroux,1100.0,5.0,Right,1.0,3.0,LS,2017,2019-01-01,170.18,63.106,2000.0
3761,240257,C. Traoré,23,France,70,78,En Avant de Guingamp,2200.0,10.0,Right,1.0,3.0,RB,2017,2022-01-01,175.26,72.186,4900.0
3762,187265,F. Acuña,30,Mexico,70,70,Puebla FC,1700.0,5.0,Right,1.0,3.0,RM,2017,2021-01-01,167.64000000000001,60.836,2900.0
3763,203138,J. Scowen,25,England,70,76,Queens Park Rangers,2100.0,6.0,Right,1.0,3.0,CDM,2017,2020-01-01,177.79999999999998,74.002,4300.0
3764,179842,J. San Román,29,Argentina,70,70,Atlético Tucumán,1300.0,7.0,Right,1.0,3.0,RB,2018,2019-01-01,172.72,69.916,2000.0
3765,223107,M. Yıldırım,27,Turkey,70,72,Kayserispor,1400.0,6.0,Left,1.0,1.0,GK,2016,2019-01-01,190.5,81.266,3000.0
3766,204676,Gus Ledes,25,Portugal,70,73,CF Reus Deportiu,1900.0,5.0,Left,1.0,3.0,CDM,2017,2019-01-01,172.72,69.916,3000.0
3767,214404,V. Huerta,24,Chile,70,73,CD Huachipato,1900.0,3.0,Left,1.0,2.0,LCB,2018,2023-01-01,185.42,79.904,2700.0
3768,167812,S. Kaya,27,Turkey,70,73,Sparta Praha,1800.0,1.0,Right,1.0,2.0,RCB,2017,2020-01-01,182.88,82.174,4100.0
3769,225669,K. Ehizibue,23,Netherlands,70,75,PEC Zwolle,2000.0,5.0,Right,1.0,3.0,RB,2015,2020-01-01,187.96,82.174,3000.0
3770,176773,D. Larsson,31,Sweden,70,70,Akhisar Belediyespor,1600.0,10.0,Right,1.0,3.0,LM,2017,2019-01-01,175.26,78.99600000000001,3100.0
3771,178565,B. Urribarri,31,Argentina,70,70,Patronato,1200.0,8.0,Left,1.0,2.0,LB,2017,2019-01-01,175.26,64.922,1700.0
3772,203398,D. Williams,25,Republic of Ireland,70,72,Blackburn Rovers,1800.0,20.0,Left,1.0,2.0,LB,2016,2021-01-01,180.34,74.91,3500.0
3773,178566,J. García,31,Argentina,70,70,Racing Club,1100.0,8.0,Right,1.0,1.0,GK,2017,2021-01-01,182.88,77.18,1600.0
